,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1865,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,
1866,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1867,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1868,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,
1869,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,,
1870,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,
1871,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1872,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1873,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1874,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1875,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,,,,
1876,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1877,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1878,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1879,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1880,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1881,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1882,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1883,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1884,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1885,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1886,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1887,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1888,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,,,
1889,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1890,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,
1891,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1892,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,
1893,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
1894,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,
1895,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,
1896,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1897,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1898,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1899,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1900,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1901,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,,,,,,,,,,,,,,,,,,
1902,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1903,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1904,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,
1905,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1906,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1907,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1908,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1909,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1910,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1911,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1912,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,
1913,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1914,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1915,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1916,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1917,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1918,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1919,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1920,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1921,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1922,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1923,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,
1924,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1925,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1926,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1927,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,
1928,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1929,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1930,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,,
1931,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1932,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,,
1933,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,,,,
1934,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,,
1935,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1936,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1937,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1938,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1939,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,
1940,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,,
1941,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1942,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,,
1943,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,
1944,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1945,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1946,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,,,
1947,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1948,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,,
1949,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1950,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1951,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1952,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1953,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1954,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
1955,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1956,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1957,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1958,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1959,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1960,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1961,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,
1962,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1963,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
1964,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,
1965,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1966,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1967,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1968,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,,
1969,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,,,
1970,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1971,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
1972,Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,,,
1973,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,,
1974,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Confused,,,,,,,,,,,,,,,,,,,
1975,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,,,
1976,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1977,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
1978,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1979,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,
1980,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,,
1981,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,
1982,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
1983,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,
1984,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
1985,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
1986,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
1987,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
1988,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,
1989,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1990,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Confused,,,,,,,,,,,,,,,
1991,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
1992,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,
1993,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,
1994,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,
1995,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
1996,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
1997,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
1998,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
1999,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
2000,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2001,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
2002,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,
2003,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2004,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
2005,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,,
2006,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
2007,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,,
2008,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2009,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
2010,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2011,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,,
2012,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
2013,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,,
2014,Not Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,,,
2015,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,,,
2016,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,
2017,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,,,,
2018,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2019,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
2020,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2021,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,,,
2022,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,
2023,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
2024,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
2025,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
2026,Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,,,
2027,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,,,,,,,
2028,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
2029,Confused,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
2030,Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,,,,,,,,,,,,,,
2031,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,,
2032,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,,,,,,,,,,,,,,
2033,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,
2034,Not Confused,Not Confused,Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
2035,Not Confused,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,,,
2036,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
2037,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,
2038,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
2039,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,,,
2040,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,,,
2041,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,,,
2042,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,,,,,,,,,,,,
2043,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Confused,Confused,,,,,,,,,,,,
2044,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,,
2045,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,,,
2046,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,,,,,,,,,,,
2047,Not Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,,
2048,Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,,,,
2049,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,,,,,,,,,,,,
2050,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,,,,,,,,,,,
2051,Confused,Confused,Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,,,,,,,,,,,
2052,Confused,Not Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,,
2053,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,
2054,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,Confused,,,,,,,,,
2055,Not Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Confused,Not Confused,Not Confused,Confused,,,,,,,,,,
2056,Not Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,Not Confused,,,,,,,,,,,
2057,Not Confused,Not Confused,Not Confused,Confused,Confused,Not Confused,Confused,Confused,Confused,Not Confused,Confused,Confused,Not Confused,Not Confused,Not Confused,Not Confused,Confused,,,,,,,,,
